BOX	ボックス
Boxer	ボクサー
BOY	ボーイ
Boys	ボーイズ
BOYS	ボーイズ
bp	ビーピー
BP	ビーピー
BPO	ビーピーオー
bps	ビーピーエス
Bps	ビーピーエス
Bq	ベクレル
br	ビーアール
Br	ビーアール
BR	ビーアール
BRAIN	ブレーン
Branch	ブランチ
BRAVIA	ブラビア
bread	ブレッド
break	ブレーク
Break	ブレーク
BREAK	ブレーク
BRI	ビーアールアイ
BRICs	ブリックス
bridge	ブリッジ
Brigg	ブリッグ
Britain	ブリテン
BRO	ビーアールオー
broadband	ブロードバンド
brother	ブラザー
Brown	ブラウン
BROWN	ブラウン
Bryan	ブライアン
BS	ビーエス
BS2	ビーエスニ
BSAT	ビーエスエーティー
BSC	ビーエスシー
BSD	ビーエスディー
BSE	ビーエスイー
BSS	ビーエスエス
BT	ビーティー
BTB	ビーティービー
BTR	ビーティーアール
BU	ビーユー
budget	バジェット
Budget	バジェット
building	ビルディング
Building	ビルディング
Bulletin	ブレティン
BUMP	バンプ
BUN	ビーユーエヌ
Bunka	ブンカ
Bunkamura	ブンカムラ
Bureau	ビューロー
Bureaucracy	ビューロクラシー
Buren	ビューレン
Burke	バーク
Burrows	バローズ
BUS	バス
Business	ビジネス
but	バット
But	バット
Butler	バトラー
butter	バター
BUZZ	バズ
BW	ビーダブリュー
BWC	ビーダブリューシー
BWR	ビーダブリューアール
BWV	ビーダブリューブイ
by	バイ
By	バイ
bye	バイ
byte	バイト
Byte	バイト
B’z	ビーズ
BZ	ビーズ
BZP	ビーゼットピー
°C	ド
C/kg	クーロンマイキログラム
C/mol	クーロンマイモル
C&WHKT	シーアンドダブリューエイチケーティー
C&WHKTI	シーアンドダブリューエイチケーティーアイ
c++	シープラスプラス
C++	シープラスプラス
Ca	シーエー
CA	シーエー
CAB	シーエービー
CABRI	カブリ
CAC	シーエーシー
CACM	シーエーシーエム
CAD	キャド
CADMEX	シーエーディーエムイーエックス
CAE	シーエーイー
cafe	カフェ
Cafe	カフェ
Cafin	カフィン
CAFTA	シーエーエフティーエー
CAIP	ケイプ
Cake	ケーキ
CAKE	ケーキ
cal	カロリー
CAL	シーエイエル
Calendar	カレンダー
California	カリフォルニア
CALIS	ケーリス
call	コール
Call	コール
Calle	カルレ
called	コールド
CALS	シーエイエルエス
CAM	シーエーエム
Cambridge	ケンブリッジ
Camera	カメラ
Camp	キャンプ
CAMS	シーエーエムエス
can	キャン
Can	キャン
Canada	カナダ
CanBe	キャンビー
CanCam	キャンキャン
Cancel	キャンセル
cancer	キャンサー
Cancer	キャンサー
CANCER	キャンサー
CANDU	シーエーエヌディーユー
Cangal	キャンギャル
Canon	キャノン
CANON	キャノン
CanoScan	キャノスキャン
Canvas	キャンバス
CAP	シーエーピー
CAPD	シーエーピーディー
CAPIC	キャピック
CAPISE	シーエーピーアイエスイー
capital	キャピタル
Capital	キャピタル
CAPOEIRA	カポエラ
CAPRICORN	カプリコーン
Caps	キャップス
CAPTAIN	キャプテン
Card	カード
CARD	カード
care	ケア
Career	キャリア
Caribbean	カリビアン
CARICOM	シーエイアールアイシーオーエム
CARIFTA	カリフタ
Carl	カール
CARLTON	カールトン
Carmine	カーマイン
Carnegie	カーネギー
carry	キャリー
Carson	カーソン
CART	カート
Cartain	カーテン
CAS	シーエーエス
CASCADE	カスケード
case	ケース
CASE	ケース
CASH	キャッシュ
castle	キャッスル
casual	カジュアル
CAT	シーエーティー
catch	キャッチ
CATDAP	キャットダップ
Category	カテゴリー
CATV	シーエイティーブイ
CAVE	ケイブ
CAY	カイ
CB	シービー
CBC	シービーシー
CBD	シービーディー
Cbi	シービーアイ
CBI	シービーアイ
CBL	シービーエル
CBO	シービーオー
CBS	シービーエス
cbv	シービーブイ
cc	シーシー
Cc	シーシー
CC	シーシー
CCD	シーシーディー
CCET	シーシーイーティー
CCGA	シーシージーエー
CCIR	シーシーアイアール
CCIS	シーシーアイエス
CCITT	シーシーアイティーティー
ccLTD	シーシーエルティーディー
CCP	シーシーピー
CCR	シーシーアール
CCRA	シーシーアールエー
CCTV	シーシーティーブイ
CCW	シーシーダブリュー
CD	シーディー
CDA	シーディーエー
CDB	シーディービー
CDC	シーディーシー
CDE	シーディーイー
CDFR	シーディーエフアール
CDI	シーディーアイ
CDIAC	シーディーアイエーシー
CDM	シーディーエム
CDMA	シーディーエムエー
cDNA	シーディーエヌエー
CDR	シーディーアール
CD—ROM	シーディーロム
CDS	シーディーエス
cdv	シーディーブイ
CE	シーイー
CEA	シーイーエー
ceatec	シーテック
Ceatec	シーテック
CEATEC	シーテック
ceatec japan	シーテックジャパン
Ceatec Japan	シーテックジャパン
CEATEC JAPAN	シーテックジャパン
CEF	シーイーエフ
CEFTA	シーイーエフティーエー
CEGB	シーイージービー
Celeron	セレロン
CELP	セルプ
center	センター
Center	センター
CENTO	シーイーエヌティーオー
Central	セントラル
Central Coast	セントラルコースト
Centre	センター
CEO	シーイーオー
CEOS	シーイーオーエス
CEPA	シーイーピーエー
CEPT	シーイーピーティー
CER	シーイーアール
Cerebrum	セレブラム
CERN	セルン
Certificate	サーティフィケート
CES	シーイーエス
cevio	チェビオ
Cevio	チェビオ
CeVIO	チェビオ
CEVIO	チェビオ
Cf	シーエフ
CF	シーエフ
cf.	シーエフ
CFA	シーエフエー
CFC	シーエフシー
CFD	シーエフディー
CFFM	シーエフエフエム
CFG	シーエフジー
CFTC	シーエフティーシー
CG	シージー
CGA	シージーエー
CGB	シージービー
CGC	シージーシー
CGI	シージーアイ
CGIAR	シージーアイエーアール
CGS単位	シージーエスタンイ
ch	シーエイチ
CH	シーエイチ
CH4	シーエイチフォー
Cha−Cha−Cha	チャチャチャ
CHAID	チェード
Chain	チェーン
chair	チェア
champignon	シャンピニョン
Championship	チャンピオンシップ
CHAMPIONSHIP	チャンピオンシップ
change	チェンジ
Change	チェンジ
Changes	チェンジズ
Chapter	チャプター
CHAPTER	チャプター
Chara	チャラ
CHARA	チャラ
character	キャラクター
Character	キャラクター
Charivari	シャリバリ
Charles	チャールズ
Charlotte	シャーロット
Chart	チャート
Chat	チャット
CHAT	チャット
CHATR	チャター
CHDF	シーエイチディーエフ
check	チェック
Check	チェック
CHECK	チェック
cheese	チーズ
Chef	シェフ
Chemical	ケミカル
CHEMISTRY	ケミストリー
Chicago	シカゴ
Chichen	チチェン
CHICKEN	チキン
Chief	チーフ
child	チャイルド
Child	チャイルド
CHILD	チャイルド
children	チルドレン
Children	チルドレン
CHILDS	チャイルズ
Chimaira	キマイラ
Chimera	キメラ
china	チャイナ
China	チャイナ
CHINCOM	チンコム
Chine	シーヌ
Chinese	チャイニーズ
CHIYODA	チヨダ
CHIYUKI	チユキ
Chlorine	クローリン
CHMM	シーエイチエムエム
Choi	チョイ
Choice	チョイス
CHOKKA	チョッカ
Chonchocoro	チョンチョコロ
CHOP	シーエイチオーピー
CHOYA	チョーヤ
Christian	クリスチャン
Christmas	クリスマス
CHRISTMAS	クリスマス
Chrome	クローム
Chromecast	クロームキャスト
CHUNK	チャンク
Church	チャーチ
μCi	マイクロキュリー
CI	シーアイ
CIA	シーアイエイ
CIAIR	シーアイエアー
CIAO	シーアイエーオー
CIAT	シーアイエーティー
CIC	シーアイシー
CICCP	シーアイシーシーピー
CIE	シーアイイー
CIEC	シーアイイーシー
CIELITO	シエリト
cif	シーアイエフ
CIF	シーアイエフ
CIFRE	シーアイエフアールイー
CIM	シム
CIME	シーアイエムイー
CINEMA	シネマ
CIO	シーアイオー
CIP	シーアイピー
Circuit	サーキット
CIRST	シーアイアールエスティー
CIS	シーアイエス
CISC	シスク
Cisco	シスコ
CISPR	シーアイエスピーアール
CITES	シーアイティーイーエス
Citizen′s	シチズンズ
city	シティー
City	シティー
CITY	シティー
CIW	シーアイダブリュー
CIWS	シーアイダブリューエス
CJTF	シージェイティーエフ
CK	シーケイ
CKD	シーケイディー
CKY	シーケーワイ
cl	シーエル
Cl	シーエル
CL	シーエル
CLAIR	シーエルエーアイアール
Classic	クラシック
Claude	クロード
Claudia	クラウディア
CLE	シーエルイー
clean	クリーン
clear	クリア
CLEAR	クリア
Clearing	クリーニング
Click	クリック
client	クライアント
Climate	クライメート
Clinical	クリニカル
Clip	クリップ
CLIP	クリップ
CLIR	シーエルアイアール
Clistea	クリスティア
CLK	シーエルケー
CLO	シーエルオー
close	クローズ
CLP	シーエルピー
CLS	シーエルエス
Club	クラブ
CLUB	クラブ
CLV	シーエルブイ
cm	センチメートル
CM	シーエム
cm/秒	センチメートルマイビョー
cm2	ヘーホーセンチメートル
cm3	リッポーセンチメートル
CMA	シーエムエー
CMAAO	シーエムエーエーオー
Cmax	シーエムエーエックス
CMC	シーエムシー
CME	シーエムイー
CMF	シーエムエフ
CMIT	シーエムアイティー
日本CMK	ニホンシシィーエムケー
CMN	シーエムエヌ
CMOS	シーモス
CMS	シーエムエス
CMU	シーエムユー
CMw	シーエムダブリュー
CMW	シーエムダブリュー
CNE	シーエヌイー
CNER	シーエヌイーアール
CNES	シーエヌイーエス
C—NET	シーネット
CNF	シーエヌエフ
CNG	シーエヌジー
CNN	シーエヌエヌ
CNRA	シーエヌアールエー
CNRS	シーエヌアールエス
CNRT	シーエヌアールティー
co	シーオー
Co	シーオー
CO	シーオー
CO2	シーオーツー
CoA	シーオーエー
COACH	コーチ
COB	シーオービー
COBE	シーオービーイー
COBOL	コボル
CoCo	ココ
COCOM	ココム
COD	シーオーディー
Code	コード
Codec	コーデック
CODEVTEL	シーオーディーイーブイティーイーエル
COE	シーオーイー
coeur	クール
coffee	コーヒー
Coffee	コーヒー
COFFEE	コーヒー
COGEMA	シーオージーイーエムエー
Cohen	コーエン
cold	コールド
Coleman	コールマン
Coleridge	コールリッジ
Collaborative	コラボレーティブ
Collateralized	コラテライズド
Collection	コレクション
COLLECTION	コレクション
College	カレッジ
Collins	コリンズ
Color	カラー
column	コラム
Column	コラム
COLUMN	コラム
com	コム
come	カム
Come	カム
COMECON	コメコン
comedy	コメディー
COMETS	シーオーエムイーティーエス
coming	カミング
COML	コムル
Comment	コメント
COMMENT	コメント
comments	コメンツ
Commercial	コマーシャル
commission	コミッション
Commission	コミッション
Committee	コミッティー
communication	コミュニケーション
Communication	コミュニケーション
communications	コミュニケーションズ
community	コミュニティー
Community	コミュニティー
COMP	シーオーエムピー
COMPACT	シーオーエムピーエーシーティー
company	カンパニー
Company	カンパニー
Competency	コンピテンシー
competition	コンペティション
Competition	コンペティション
complex	コンプレックス
complexity	コンプレキシティー
component	コンポーネント
Comprehensive	コンプリヘンシブ
Com‐pression	コンプレッション
Computer	コンピューター
computing	コンピューティング
COMSAT	コムサット
CON	コン
CONCERT	コンサート
condictio	コンディクティオ
condition	コンディション
Condition	コンディション
Condliffe	コンドリフ
Condorcet	コンドルセ
Conduct	コンダクト
Conference	コンファレンス
Congress	コングレス
Congressional	コングレッショナル
CONMEBOL	コンメボル
consumer	コンシューマー
Consumer	コンシューマー
Container	コンテナ
Content	コンテント
Contents	コンテンツ
context	コンテキスト
Context	コンテキスト
Continue	コンティニュー
Contract	コントラクト
Contractor	コントラクター
Control	コントロール
Controller	コントローラー
Controls	コントロールズ
CONTURA	コンチュラ
CONTURA AERO	コンチュラエアロ
Convention	コンベンション
Conventional	コンベンショナル
CONVERSE	コンバース
Conyers	コニャーズ
COO	シーオーオー
Coo Doo’s	クードゥーズ
Cooking	クッキング
COOKING	クッキング
cool	クール
COOL	クール
COOP	コープ
Cooperation	コーペレーション
COORDCOM	シーオーオーアールディーシーオーエム
Coordinating	コーディネーティング
coordination	コーディネーション
COP	シーオーピー
COPA	シーオーピーエー
COPD	シーオーピーディー
copen	コペン
COPUOS	シーオーピーユーオーエス
Copyright	コピーライト
CoQ	シーオーキュー
CORBA	コルバ
Core	コア
Cornell	コーネル
Corot	コロー
Corporation	コーポレーション
Correct	コレクト
CORTECH	シーオーアールティーイーシーエイチ
cos	コサイン
COS	シーオーエス
COSMETS	コスメッツ
